J: 3.57825 1.11248 0 0 
nth temperature m m2 m4 ms e sp_h 
1 1.46 0.996158 0.992433 0.985313 0.0069698 -218.318 0.0806611 
1 1.465 0.99602 0.992164 0.984805 0.00739929 -218.25 0.0867021 
1 1.465 0.996022 0.992174 0.984843 0.00779082 -218.277 0.0837761 
1 1.47 0.996004 0.992135 0.984757 0.00757769 -218.241 0.086621 
1 1.47 0.995974 0.992083 0.984678 0.00808104 -218.244 0.0877507 
1 1.475 0.99585 0.991839 0.984208 0.00826153 -218.203 0.0889888 
1 1.475 0.995994 0.992113 0.984703 0.00735946 -218.245 0.0837971 
1 1.48 0.995774 0.991683 0.983882 0.00790412 -218.149 0.0902641 
1 1.48 0.995958 0.992045 0.984586 0.00764475 -218.231 0.0860762 
1 1.485 0.995854 0.991849 0.984233 0.00832665 -218.209 0.08781 
1 1.485 0.995638 0.991417 0.983375 0.00822983 -218.107 0.0897832 
1 1.49 0.99572 0.991575 0.983669 0.00784977 -218.124 0.0883717 
1 1.49 0.995726 0.991584 0.983676 0.00764114 -218.128 0.0882544 
1 1.495 0.995748 0.991632 0.983782 0.0078609 -218.147 0.0869456 
1 1.495 0.995578 0.991302 0.983159 0.00842849 -218.068 0.0928752 
1 1.5 0.995644 0.991434 0.983424 0.00845768 -218.11 0.0915775 
1 1.5 0.995432 0.991011 0.982585 0.00840623 -218.015 0.0918365 
1 1.505 0.995184 0.990524 0.981646 0.00882433 -217.904 0.0975411 
1 1.505 0.995156 0.990476 0.981578 0.00934323 -217.907 0.100016 
1 1.51 0.9953 0.99076 0.98213 0.0091649 -217.957 0.0951855 
1 1.51 0.995334 0.990815 0.982192 0.00827738 -217.947 0.0933364 
1 1.515 0.995004 0.990178 0.981005 0.00956832 -217.837 0.104182 
1 1.515 0.995192 0.990542 0.981687 0.0088979 -217.9 0.0974965 
1 1.52 0.994948 0.990062 0.980759 0.00924719 -217.8 0.0990896 
1 1.52 0.994794 0.989769 0.980222 0.0100933 -217.753 0.104297 
1 1.525 0.99491 0.98999 0.980628 0.00943553 -217.782 0.101472 
1 1.525 0.994782 0.989741 0.980155 0.00979492 -217.744 0.102772 
1 1.53 0.994842 0.989858 0.980382 0.00965719 -217.759 0.103044 
1 1.53 0.994804 0.989788 0.980261 0.0100106 -217.753 0.103251 
1 1.535 0.994594 0.989386 0.979513 0.0109925 -217.671 0.105787 
1 1.535 0.994226 0.988667 0.97815 0.011845 -217.551 0.116564 
1 1.54 0.994682 0.989538 0.97974 0.00944408 -217.68 0.101456 
1 1.54 0.994772 0.989716 0.98009 0.00938883 -217.721 0.101196 
1 1.545 0.994302 0.988808 0.978394 0.0111257 -217.57 0.110461 
1 1.545 0.994338 0.988871 0.978489 0.0105723 -217.564 0.110906 
1 1.55 0.994088 0.988387 0.977576 0.0113709 -217.458 0.114473 
1 1.55 0.994144 0.988504 0.977814 0.011754 -217.484 0.11205 
1 1.555 0.99409 0.988392 0.977587 0.0113847 -217.464 0.112059 
1 1.555 0.993912 0.988038 0.976892 0.0114094 -217.386 0.113567 
1 1.56 0.993626 0.987482 0.975837 0.0121623 -217.281 0.116515 
1 1.56 0.993488 0.987215 0.975332 0.012574 -217.21 0.123663 
1 1.565 0.993778 0.98778 0.976409 0.0118113 -217.339 0.116743 
1 1.565 0.993816 0.987855 0.976556 0.0117877 -217.335 0.11942 
1 1.57 0.993578 0.987385 0.97564 0.0119489 -217.227 0.121638 
1 1.57 0.993304 0.986868 0.974715 0.0137251 -217.167 0.125948 
1 1.575 0.99342 0.98709 0.97512 0.0130936 -217.205 0.122956 
1 1.575 0.99344 0.987128 0.975196 0.0130442 -217.224 0.12261 
1 1.58 0.99305 0.986362 0.973716 0.0135378 -217.042 0.128211 
1 1.58 0.993124 0.986515 0.974036 0.0138886 -217.104 0.12659 
1 1.585 0.99297 0.986214 0.97346 0.0141463 -217.045 0.127741 
1 1.585 0.993016 0.986288 0.973548 0.013069 -217.02 0.127108 
1 1.59 0.992858 0.985979 0.972953 0.0133127 -216.948 0.127686 
1 1.59 0.993042 0.986358 0.973745 0.0141903 -217.061 0.127943 
1 1.595 0.992964 0.986201 0.973431 0.0140047 -217.015 0.129845 
1 1.595 0.992728 0.98574 0.972548 0.0144801 -216.921 0.133613 
1 1.6 0.992634 0.985553 0.972179 0.0144264 -216.898 0.12908 
1 1.6 0.992544 0.985386 0.97189 0.0151655 -216.835 0.13759 
1 1.605 0.992276 0.984853 0.97084 0.0150143 -216.728 0.139227 
1 1.605 0.992638 0.985554 0.972163 0.0139515 -216.876 0.132689 
1 1.61 0.991986 0.984301 0.969832 0.0164358 -216.625 0.145088 
1 1.61 0.992272 0.984836 0.970775 0.0144322 -216.7 0.13622 
1 1.615 0.992066 0.984441 0.970053 0.0152651 -216.648 0.139733 
1 1.615 0.99196 0.984234 0.969659 0.0154699 -216.589 0.145366 
1 1.62 0.991956 0.984232 0.969668 0.0157293 -216.624 0.139075 
1 1.62 0.991944 0.984204 0.969599 0.015505 -216.573 0.142223 
1 1.625 0.99155 0.983449 0.968206 0.0170534 -216.474 0.146537 
1 1.625 0.992166 0.984634 0.970408 0.0148153 -216.675 0.134768 
1 1.63 0.991842 0.984016 0.969284 0.0163072 -216.58 0.14445 
1 1.63 0.991526 0.983397 0.96809 0.0167602 -216.438 0.145843 
1 1.635 0.991258 0.982882 0.967135 0.0176989 -216.345 0.150047 
1 1.635 0.991286 0.982948 0.96729 0.0183502 -216.348 0.154749 
1 1.64 0.991056 0.98248 0.966348 0.0175905 -216.262 0.151238 
1 1.64 0.991246 0.982842 0.967007 0.0166956 -216.327 0.146807 
1 1.645 0.990738 0.981867 0.965199 0.0185833 -216.125 0.157961 
1 1.645 0.990892 0.982167 0.965774 0.0182617 -216.203 0.154858 
1 1.65 0.991014 0.982409 0.966234 0.0181728 -216.256 0.148928 
1 1.65 0.990934 0.982234 0.965851 0.0172126 -216.186 0.153656 
1 1.655 0.990692 0.981776 0.965026 0.0184605 -216.117 0.158495 
1 1.655 0.990774 0.981936 0.965329 0.018284 -216.151 0.155641 
1 1.66 0.990446 0.981301 0.964139 0.0191591 -216.039 0.159318 
1 1.66 0.990138 0.98072 0.963088 0.0208615 -215.901 0.168596 
1 1.665 0.98995 0.980333 0.962289 0.0199542 -215.802 0.168542 
1 1.665 0.990278 0.980983 0.963546 0.0199689 -215.933 0.162778 
1 1.67 0.990074 0.980575 0.962752 0.0196979 -215.861 0.164254 
1 1.67 0.990074 0.980579 0.962765 0.0198799 -215.881 0.162439 
1 1.675 0.989626 0.979709 0.961126 0.0208537 -215.698 0.170275 
1 1.675 0.989572 0.979608 0.960938 0.0211903 -215.672 0.169281 
1 1.68 0.989464 0.979386 0.960491 0.0206781 -215.626 0.16981 
1 1.68 0.989612 0.979677 0.961053 0.0205148 -215.702 0.170555 
1 1.685 0.989332 0.979129 0.959999 0.0208447 -215.574 0.170768 
1 1.685 0.98905 0.978591 0.959014 0.0219951 -215.456 0.179572 
1 1.69 0.989166 0.978834 0.959535 0.0227612 -215.55 0.176655 
1 1.69 0.98903 0.978557 0.958972 0.0222828 -215.476 0.179669 
1 1.695 0.988344 0.977211 0.95638 0.0228235 -215.168 0.187521 
1 1.695 0.989072 0.978628 0.959068 0.0215232 -215.457 0.175544 
1 1.7 0.98871 0.977943 0.957832 0.0232762 -215.363 0.180252 
1 1.7 0.988668 0.977849 0.957608 0.0226439 -215.319 0.178482 
1 1.705 0.988074 0.976733 0.955629 0.0259455 -215.163 0.19237 
1 1.705 0.988282 0.977098 0.956193 0.0232873 -215.172 0.184962 
1 1.71 0.988226 0.976992 0.956004 0.023451 -215.171 0.1859 
1 1.71 0.988232 0.977039 0.956174 0.0255342 -215.189 0.183122 
1 1.715 0.9878 0.976181 0.954518 0.0252012 -214.979 0.194264 
1 1.715 0.987542 0.975681 0.953575 0.0257468 -214.906 0.192253 
1 1.72 0.98758 0.97577 0.953799 0.0264921 -214.927 0.19783 
1 1.72 0.987506 0.975635 0.953555 0.0271314 -214.918 0.19251 
1 1.725 0.987414 0.975447 0.953171 0.0266871 -214.836 0.198012 
1 1.725 0.987326 0.975282 0.952887 0.0271843 -214.858 0.198451 
1 1.73 0.986924 0.97448 0.951302 0.02663 -214.683 0.195577 
1 1.73 0.986994 0.974639 0.95169 0.0278661 -214.736 0.202138 
1 1.735 0.986936 0.974493 0.951288 0.025958 -214.648 0.193616 
1 1.735 0.986864 0.974376 0.951153 0.0274078 -214.683 0.198803 
1 1.74 0.986498 0.973671 0.949836 0.0283067 -214.513 0.207944 
1 1.74 0.986636 0.973921 0.950247 0.0270324 -214.528 0.200921 
1 1.745 0.98633 0.973345 0.94921 0.0285554 -214.426 0.208856 
1 1.745 0.986274 0.973219 0.948927 0.0276331 -214.394 0.206676 
1 1.75 0.98541 0.971583 0.945946 0.031459 -214.123 0.212916 
1 1.75 0.986008 0.972716 0.948026 0.0288402 -214.33 0.208668 
1 1.755 0.98511 0.971008 0.944906 0.032274 -213.988 0.221778 
1 1.755 0.98545 0.97166 0.946101 0.0312215 -214.11 0.219132 
1 1.76 0.985312 0.97145 0.945872 0.0346467 -214.114 0.220244 
1 1.76 0.984968 0.970716 0.944311 0.031484 -213.948 0.222918 
