size temperature err_m err_ms
64 2.269 0.00433981 1.93015
64 2.27 0.00405929 1.88541
64 2.271 0.00459083 2.15023
64 2.272 0.0047374 1.99237
64 2.273 0.00437762 1.87691
64 2.274 0.00458492 1.8868
64 2.275 0.00492473 2.27085
64 2.276 0.00528889 2.32429
64 2.277 0.00490246 1.92253
64 2.278 0.00476626 1.71731
64 2.279 0.00546531 2.02467
64 2.28 0.00500867 1.78747
64 2.281 0.00470417 1.74397
64 2.282 0.00555049 2.17224
64 2.283 0.00501395 1.88903
64 2.284 0.00520874 1.77684
64 2.285 0.00498509 1.706
64 2.286 0.00524147 1.68072
64 2.287 0.0055978 1.8182
64 2.288 0.00563683 1.85921
64 2.289 0.00511079 1.59715
64 2.29 0.00557023 1.66659
64 2.291 0.00570357 1.57768
64 2.292 0.0052191 1.67307
64 2.293 0.00558594 1.64237
64 2.294 0.00584159 1.60545
64 2.295 0.00557246 1.50955
64 2.296 0.00537368 1.4653
64 2.297 0.00546339 1.48221
64 2.298 0.00532208 1.35691
64 2.299 0.00526143 1.4145
64 2.3 0.00577047 1.45422
64 2.301 0.00552946 1.22392
64 2.302 0.00541184 1.51639
64 2.303 0.0057476 1.39564
64 2.304 0.0056524 1.33565
64 2.305 0.00544528 1.27021
64 2.306 0.00540718 1.1628
64 2.307 0.00550844 1.30977
64 2.308 0.00556683 1.21337
64 2.309 0.00582237 1.30112
64 2.31 0.00599098 1.31451
64 2.311 0.00562822 1.25834
64 2.312 0.00555011 1.24684
64 2.313 0.00557412 1.19127
64 2.314 0.00534528 1.21308
64 2.315 0.00559215 1.1594
64 2.316 0.00545874 1.20929
64 2.317 0.00555734 1.11983
64 2.318 0.00574686 1.24116
64 2.319 0.0052076 1.16053
64 2.32 0.00482769 1.25829
64 2.321 0.00528052 1.20158
64 2.322 0.00539669 1.29959
64 2.323 0.00523334 1.20324
64 2.324 0.00468946 1.19934
64 2.325 0.00484362 1.08146
64 2.326 0.00506336 1.24401
64 2.327 0.00500542 1.14389
64 2.328 0.00486437 1.11326
64 2.329 0.00512855 1.2266
64 2.33 0.00451716 1.01869
64 2.331 0.00506717 1.23407
64 2.332 0.00514671 1.18385
64 2.333 0.00504859 1.30988
64 2.334 0.00497423 1.17456
64 2.335 0.00489019 1.27211
64 2.336 0.00463251 1.19701
64 2.337 0.00447159 1.25606
64 2.338 0.00483574 1.3524
64 2.339 0.00438927 1.11574
64 2.34 0.00497932 1.28363
64 2.341 0.00452711 1.1761
64 2.342 0.00459968 1.18657
64 2.343 0.00446124 1.13492
64 2.344 0.00430183 1.09932
64 2.345 0.00435224 1.14036
64 2.346 0.00448902 1.27986
64 2.347 0.00437797 1.18288
64 2.348 0.00408369 1.05345
64 2.349 0.00433394 1.09453
64 2.35 0.00424427 1.10598
64 2.351 0.00422179 1.05973
64 2.352 0.00390249 1.03209
64 2.353 0.00414295 1.19
64 2.354 0.00415007 1.11758
64 2.355 0.00390292 1.05379
64 2.356 0.003958 0.970858
64 2.357 0.00377 1.0303
64 2.358 0.00363548 0.945216
64 2.359 0.00371539 1.02056
64 2.36 0.00407961 1.14271
64 2.361 0.00385883 1.11618
64 2.362 0.00356021 1.04241
64 2.363 0.00347359 0.957833
64 2.364 0.00372142 0.9866
64 2.365 0.00365861 1.01065
64 2.366 0.00356012 0.918593
64 2.367 0.00365365 1.04416
64 2.368 0.0035815 0.993876
64 2.369 0.00336705 0.938689
64 2.37 0.00319319 0.806474
64 2.371 0.00346731 0.914693
64 2.372 0.00333788 0.878896
64 2.373 0.00341728 0.901451
64 2.374 0.00335266 0.873686
64 2.375 0.00322082 0.794838
64 2.376 0.00331336 0.87212
64 2.377 0.00355065 0.905179
64 2.378 0.00340429 0.914344
64 2.379 0.00340025 0.893593
64 2.38 0.00353908 0.890775
64 2.381 0.00339972 0.858913
64 2.382 0.00318322 0.8353
64 2.383 0.00333623 0.854406
64 2.384 0.0031027 0.786273
64 2.385 0.00318688 0.802281
64 2.386 0.0031464 0.774943
64 2.387 0.00336848 0.899203
64 2.388 0.00297571 0.827117
64 2.389 0.00326283 0.805751
64 2.39 0.00307546 0.822687
64 2.391 0.00336415 0.889001
64 2.392 0.00308164 0.771767
64 2.393 0.00330122 0.806082
64 2.394 0.00305138 0.715095
64 2.395 0.00319264 0.84374
64 2.396 0.00304127 0.683761
64 2.397 0.00318415 0.814554
64 2.398 0.00293745 0.697733
64 2.399 0.00322646 0.748836
