J2 temperature m m2 m4 ms e sp_h 
0.2 1.51 0.99931 0.998636 0.997334 0.00102542 -239.677 0.0142596 
0.2 1.515 0.999288 0.998592 0.997248 0.00103849 -239.665 0.0145594 
0.2 1.515 0.999268 0.998553 0.997171 0.00107882 -239.656 0.0149774 
0.2 1.52 0.999332 0.998679 0.997418 0.000970643 -239.686 0.013586 
0.2 1.52 0.999242 0.998502 0.997076 0.00116483 -239.647 0.015755 
0.2 1.525 0.999188 0.998398 0.996882 0.00141512 -239.628 0.0176097 
0.2 1.525 0.99926 0.998538 0.997147 0.00115491 -239.655 0.0156246 
0.2 1.53 0.999196 0.998411 0.996898 0.00122311 -239.625 0.0164724 
0.2 1.53 0.999224 0.998466 0.997004 0.00116326 -239.638 0.0156098 
0.2 1.535 0.999164 0.998348 0.996772 0.00123134 -239.607 0.017057 
0.2 1.535 0.99924 0.998498 0.997065 0.0011298 -239.644 0.0151627 
0.2 1.54 0.999146 0.998314 0.996715 0.0013994 -239.607 0.0180712 
0.2 1.54 0.999232 0.998484 0.997045 0.0012604 -239.645 0.0154959 
0.2 1.545 0.999212 0.998443 0.996957 0.0011611 -239.631 0.0157757 
0.2 1.545 0.99921 0.998438 0.996948 0.00114278 -239.63 0.0154429 
0.2 1.55 0.999162 0.998344 0.996766 0.00125276 -239.607 0.0169507 
0.2 1.55 0.999192 0.998405 0.99689 0.00129465 -239.628 0.0162716 
0.2 1.555 0.999162 0.998344 0.996766 0.00124873 -239.607 0.0167418 
0.2 1.555 0.999172 0.998364 0.996806 0.00124208 -239.614 0.016485 
0.2 1.56 0.999068 0.998158 0.996402 0.0013597 -239.567 0.0178769 
0.2 1.56 0.999122 0.998267 0.99662 0.00139417 -239.596 0.0173328 
0.2 1.565 0.999048 0.998121 0.99634 0.00155231 -239.563 0.0187693 
0.2 1.565 0.99907 0.998163 0.996414 0.00140416 -239.568 0.0181458 
0.2 1.57 0.999068 0.998162 0.996421 0.00157015 -239.57 0.0186182 
0.2 1.57 0.998948 0.997925 0.995961 0.001769 -239.523 0.0206498 
0.2 1.575 0.999038 0.998102 0.996306 0.00161489 -239.561 0.0187761 
0.2 1.575 0.999044 0.99811 0.996304 0.00132356 -239.55 0.0179024 
0.2 1.58 0.99899 0.998007 0.996121 0.00167468 -239.54 0.0196067 
0.2 1.58 0.998998 0.99802 0.996134 0.00146304 -239.531 0.0190099 
0.2 1.585 0.999016 0.998055 0.996199 0.00138749 -239.538 0.018649 
0.2 1.585 0.999036 0.998095 0.996277 0.00136471 -239.547 0.0179959 
0.2 1.59 0.998914 0.997854 0.995807 0.0015384 -239.493 0.0199384 
0.2 1.59 0.998944 0.997914 0.995932 0.00159527 -239.511 0.0201743 
0.2 1.595 0.998932 0.99789 0.995883 0.00158868 -239.504 0.0198305 
0.2 1.595 0.998912 0.997851 0.995809 0.00164616 -239.499 0.0203423 
0.2 1.6 0.998848 0.997727 0.995573 0.00185706 -239.47 0.0219067 
0.2 1.6 0.998938 0.997902 0.995904 0.00154201 -239.505 0.0197714 
0.2 1.605 0.99885 0.99773 0.995574 0.00175935 -239.468 0.0219505 
0.2 1.605 0.998834 0.9977 0.995521 0.00189162 -239.464 0.0220458 
0.2 1.61 0.99893 0.997886 0.995871 0.00151647 -239.499 0.0197023 
0.2 1.61 0.998868 0.997762 0.995628 0.00156513 -239.468 0.0206203 
0.2 1.615 0.998814 0.997658 0.995432 0.00177297 -239.451 0.021711 
0.2 1.615 0.998872 0.997773 0.995658 0.00172431 -239.477 0.0204923 
0.2 1.62 0.998846 0.99772 0.995546 0.00161903 -239.458 0.0208961 
0.2 1.62 0.998764 0.99756 0.995243 0.00186619 -239.428 0.0231992 
0.2 1.625 0.998756 0.997542 0.995202 0.00176569 -239.422 0.0221585 
0.2 1.625 0.998748 0.99753 0.995189 0.00198108 -239.421 0.0233971 
0.2 1.63 0.998716 0.997467 0.99507 0.00206818 -239.41 0.023814 
0.2 1.63 0.998612 0.99726 0.994659 0.0020904 -239.36 0.0248766 
0.2 1.635 0.998632 0.997298 0.99473 0.00198462 -239.366 0.0245561 
0.2 1.635 0.99861 0.997258 0.994663 0.00221822 -239.363 0.0256488 
0.2 1.64 0.998764 0.997563 0.995259 0.00201904 -239.438 0.022648 
0.2 1.64 0.998648 0.997331 0.994798 0.00202513 -239.373 0.024752 
0.2 1.645 0.998496 0.99703 0.99421 0.00219684 -239.307 0.0262229 
0.2 1.645 0.99861 0.997255 0.994643 0.00198589 -239.354 0.0244762 
0.2 1.65 0.99858 0.997205 0.994574 0.00258325 -239.355 0.0252951 
0.2 1.65 0.998634 0.997304 0.994746 0.00205661 -239.371 0.0240404 
0.2 1.655 0.9986 0.997236 0.994609 0.00203263 -239.352 0.0241883 
0.2 1.655 0.998632 0.997302 0.994751 0.00220233 -239.372 0.0245249 
0.2 1.66 0.998524 0.997087 0.994323 0.00219647 -239.321 0.0260583 
0.2 1.66 0.998494 0.997028 0.994209 0.00225614 -239.311 0.0258483 
0.2 1.665 0.998534 0.997108 0.994367 0.0022469 -239.325 0.0256103 
0.2 1.665 0.998508 0.997054 0.994256 0.002163 -239.307 0.0262352 
0.2 1.67 0.998396 0.996833 0.993823 0.00227947 -239.255 0.0277353 
0.2 1.67 0.998508 0.997055 0.994258 0.00217568 -239.313 0.0255639 
0.2 1.675 0.998418 0.996879 0.993921 0.00240342 -239.271 0.0268587 
0.2 1.675 0.99842 0.996889 0.993965 0.0028026 -239.285 0.0276143 
0.2 1.68 0.998558 0.997152 0.994446 0.00204051 -239.329 0.0245855 
0.2 1.68 0.998388 0.996818 0.993799 0.00235009 -239.26 0.0274213 
0.2 1.685 0.998496 0.997031 0.994214 0.00219217 -239.302 0.0257798 
0.2 1.685 0.998242 0.996534 0.993258 0.00276733 -239.198 0.0301928 
0.2 1.69 0.998264 0.996575 0.99333 0.00259564 -239.203 0.0289155 
0.2 1.69 0.99834 0.996724 0.993618 0.0024405 -239.238 0.0276895 
0.2 1.695 0.998224 0.996497 0.993183 0.00271185 -239.185 0.0305971 
0.2 1.695 0.998248 0.996543 0.993266 0.00257053 -239.19 0.0302436 
0.2 1.7 0.998306 0.996656 0.993481 0.00240767 -239.215 0.0284464 
0.2 1.7 0.998304 0.996653 0.993479 0.0024708 -239.214 0.028474 
0.2 1.705 0.998206 0.996462 0.993115 0.00273675 -239.176 0.0300857 
0.2 1.705 0.998146 0.996347 0.992902 0.00299605 -239.161 0.031379 
0.2 1.71 0.998294 0.996634 0.993443 0.00249413 -239.216 0.0284873 
0.2 1.71 0.998166 0.996381 0.992949 0.00264073 -239.151 0.0309431 
0.2 1.715 0.99816 0.996371 0.992941 0.00280201 -239.157 0.0311647 
0.2 1.715 0.99814 0.996328 0.992842 0.00259711 -239.139 0.0304391 
0.2 1.72 0.998004 0.996065 0.992347 0.00306605 -239.087 0.0329847 
0.2 1.72 0.998132 0.996314 0.992823 0.00273201 -239.138 0.0302268 
0.2 1.725 0.998134 0.996315 0.992814 0.00254134 -239.135 0.0300517 
0.2 1.725 0.997944 0.995948 0.992127 0.00325176 -239.068 0.0338369 
0.2 1.73 0.99788 0.995824 0.991891 0.00343501 -239.036 0.035525 
0.2 1.73 0.997866 0.995802 0.991864 0.0037807 -239.032 0.0357704 
0.2 1.735 0.997974 0.996008 0.992244 0.00321011 -239.079 0.0335448 
0.2 1.735 0.997966 0.995989 0.992195 0.00303302 -239.066 0.0328222 
0.2 1.74 0.997914 0.995887 0.992002 0.00315912 -239.048 0.0335959 
0.2 1.74 0.99788 0.995823 0.991889 0.00338768 -239.041 0.0346681 
0.2 1.745 0.997938 0.995931 0.992074 0.00289903 -239.051 0.0327318 
0.2 1.745 0.997776 0.995615 0.991472 0.00333374 -238.989 0.0347828 
0.2 1.75 0.99771 0.995489 0.99124 0.00363405 -238.961 0.036906 
0.2 1.75 0.997758 0.995578 0.991396 0.00326248 -238.972 0.0366624 
0.2 1.755 0.997758 0.995581 0.991412 0.00340817 -238.987 0.0360033 
0.2 1.755 0.997718 0.995503 0.991259 0.00349359 -238.96 0.0361696 
0.2 1.76 0.997736 0.995534 0.991307 0.00323149 -238.963 0.0353698 
0.2 1.76 0.997752 0.995566 0.991373 0.00325832 -238.968 0.0356724 
0.2 1.765 0.99752 0.995113 0.990507 0.00379884 -238.877 0.039031 
0.2 1.765 0.997638 0.995345 0.990955 0.00360232 -238.929 0.0368583 
0.2 1.77 0.997584 0.995235 0.990726 0.00343519 -238.887 0.0377358 
0.2 1.77 0.997552 0.995171 0.990603 0.0034716 -238.878 0.0377903 
0.2 1.775 0.997648 0.995363 0.990984 0.00347426 -238.927 0.0361983 
0.2 1.775 0.997536 0.995149 0.990591 0.00400274 -238.886 0.0389285 
0.2 1.78 0.997416 0.994908 0.990107 0.00389005 -238.827 0.0400266 
0.2 1.78 0.997456 0.994981 0.990229 0.00352405 -238.834 0.0373827 
0.2 1.785 0.99746 0.995002 0.990315 0.00425033 -238.854 0.0399086 
0.2 1.785 0.997594 0.995257 0.990779 0.00353676 -238.906 0.0363897 
0.2 1.79 0.997318 0.994715 0.989731 0.00398474 -238.78 0.041369 
0.2 1.79 0.997506 0.995082 0.990432 0.00354748 -238.859 0.037809 
0.2 1.795 0.997066 0.994218 0.988767 0.0043182 -238.666 0.0447455 
0.2 1.795 0.997414 0.994902 0.990087 0.00372995 -238.816 0.0396182 
0.2 1.8 0.997066 0.994221 0.988782 0.00445731 -238.671 0.044667 
0.2 1.8 0.997272 0.994628 0.98958 0.00427989 -238.762 0.0429352 
0.2 1.805 0.997214 0.994521 0.989392 0.00471791 -238.753 0.0430355 
0.2 1.805 0.997314 0.994703 0.989696 0.00377315 -238.77 0.0395677 
0.2 1.81 0.997074 0.994241 0.988834 0.00463859 -238.69 0.0442144 
0.2 1.81 0.997118 0.994324 0.988986 0.00441404 -238.699 0.0434022 
0.2 1.815 0.99717 0.994424 0.989173 0.00421108 -238.707 0.0436606 
0.2 1.815 0.997004 0.994096 0.988532 0.00437157 -238.641 0.0441986 
0.2 1.82 0.997036 0.994166 0.988686 0.00466015 -238.666 0.0435063 
0.2 1.82 0.997024 0.994141 0.988637 0.00463865 -238.656 0.0441299 
0.2 1.825 0.996948 0.993985 0.988309 0.00434221 -238.613 0.043606 
0.2 1.825 0.996866 0.993828 0.988024 0.00473304 -238.582 0.0463481 
0.2 1.83 0.996824 0.993742 0.987847 0.0046029 -238.56 0.0462315 
0.2 1.83 0.996876 0.993849 0.988067 0.00475195 -238.588 0.0464165 
0.2 1.835 0.996812 0.993725 0.987832 0.00492625 -238.567 0.0468018 
0.2 1.835 0.996796 0.993694 0.987775 0.00498607 -238.563 0.0465626 
0.2 1.84 0.996706 0.99351 0.987399 0.0047603 -238.507 0.0475842 
